"date","geo","parent_sector","naics","value"
2015-06-01,"Prince Edward Island","services","Accommodation and food services",5600
2015-06-01,"Prince Edward Island","services","Other services (except public administration)",3100
2015-06-01,"Prince Edward Island","services","Public administration",7500
2015-07-01,"Prince Edward Island","all industries","Total employed, all industries",72100
2015-07-01,"Prince Edward Island","total goods","Goods-producing sector",16700
2015-07-01,"Prince Edward Island","goods","Agriculture",2600
2015-07-01,"Prince Edward Island","goods","Forestry, fishing, mining, quarrying, oil and gas",2600
2015-07-01,"Prince Edward Island","goods","Utilities",200
2015-07-01,"Prince Edward Island","goods","Construction",5300
2015-07-01,"Prince Edward Island","goods","Manufacturing",5900
2015-07-01,"Prince Edward Island","total services","Services-producing sector",55400
2015-07-01,"Prince Edward Island","services","Wholesale and retail trade",11200
2015-07-01,"Prince Edward Island","services","Transportation and warehousing",2300
2015-07-01,"Prince Edward Island","services","Finance, insurance, real estate, rental and leasing",2700
2015-07-01,"Prince Edward Island","services","Professional, scientific and technical services",3200
2015-07-01,"Prince Edward Island","services","Business, building and other support services",2500
2015-07-01,"Prince Edward Island","services","Educational services",5500
2015-07-01,"Prince Edward Island","services","Health care and social assistance",9600
2015-07-01,"Prince Edward Island","services","Information, culture and recreation",2200
2015-07-01,"Prince Edward Island","services","Accommodation and food services",5700
2015-07-01,"Prince Edward Island","services","Other services (except public administration)",3000
2015-07-01,"Prince Edward Island","services","Public administration",7600
2015-08-01,"Prince Edward Island","all industries","Total employed, all industries",71800
2015-08-01,"Prince Edward Island","total goods","Goods-producing sector",16800
2015-08-01,"Prince Edward Island","goods","Agriculture",2400
2015-08-01,"Prince Edward Island","goods","Forestry, fishing, mining, quarrying, oil and gas",3000
2015-08-01,"Prince Edward Island","goods","Utilities",200
2015-08-01,"Prince Edward Island","goods","Construction",5400
2015-08-01,"Prince Edward Island","goods","Manufacturing",5800
2015-08-01,"Prince Edward Island","total services","Services-producing sector",55000
2015-08-01,"Prince Edward Island","services","Wholesale and retail trade",11300
2015-08-01,"Prince Edward Island","services","Transportation and warehousing",2300
2015-08-01,"Prince Edward Island","services","Finance, insurance, real estate, rental and leasing",2700
2015-08-01,"Prince Edward Island","services","Professional, scientific and technical services",2900
2015-08-01,"Prince Edward Island","services","Business, building and other support services",2300
2015-08-01,"Prince Edward Island","services","Educational services",5600
2015-08-01,"Prince Edward Island","services","Health care and social assistance",9700
2015-08-01,"Prince Edward Island","services","Information, culture and recreation",2300
2015-08-01,"Prince Edward Island","services","Accommodation and food services",5400
2015-08-01,"Prince Edward Island","services","Other services (except public administration)",3300
2015-08-01,"Prince Edward Island","services","Public administration",7300
2015-09-01,"Prince Edward Island","all industries","Total employed, all industries",73000
2015-09-01,"Prince Edward Island","total goods","Goods-producing sector",17000
2015-09-01,"Prince Edward Island","goods","Agriculture",2400
2015-09-01,"Prince Edward Island","goods","Forestry, fishing, mining, quarrying, oil and gas",3100
2015-09-01,"Prince Edward Island","goods","Utilities",200
2015-09-01,"Prince Edward Island","goods","Construction",5200
2015-09-01,"Prince Edward Island","goods","Manufacturing",6000
2015-09-01,"Prince Edward Island","total services","Services-producing sector",56000
2015-09-01,"Prince Edward Island","services","Wholesale and retail trade",11500
2015-09-01,"Prince Edward Island","services","Transportation and warehousing",2300
2015-09-01,"Prince Edward Island","services","Finance, insurance, real estate, rental and leasing",2600
2015-09-01,"Prince Edward Island","services","Professional, scientific and technical services",3000
2015-09-01,"Prince Edward Island","services","Business, building and other support services",2400
2015-09-01,"Prince Edward Island","services","Educational services",5500
2015-09-01,"Prince Edward Island","services","Health care and social assistance",10000
2015-09-01,"Prince Edward Island","services","Information, culture and recreation",2300
2015-09-01,"Prince Edward Island","services","Accommodation and food services",5800
2015-09-01,"Prince Edward Island","services","Other services (except public administration)",3000
2015-09-01,"Prince Edward Island","services","Public administration",7500
2015-10-01,"Prince Edward Island","all industries","Total employed, all industries",73800
2015-10-01,"Prince Edward Island","total goods","Goods-producing sector",17000
2015-10-01,"Prince Edward Island","goods","Agriculture",2700
2015-10-01,"Prince Edward Island","goods","Forestry, fishing, mining, quarrying, oil and gas",2800
2015-10-01,"Prince Edward Island","goods","Utilities",200
2015-10-01,"Prince Edward Island","goods","Construction",5100
2015-10-01,"Prince Edward Island","goods","Manufacturing",6300
2015-10-01,"Prince Edward Island","total services","Services-producing sector",56800
2015-10-01,"Prince Edward Island","services","Wholesale and retail trade",11000
2015-10-01,"Prince Edward Island","services","Transportation and warehousing",2400
2015-10-01,"Prince Edward Island","services","Finance, insurance, real estate, rental and leasing",2700
2015-10-01,"Prince Edward Island","services","Professional, scientific and technical services",3200
2015-10-01,"Prince Edward Island","services","Business, building and other support services",2500
2015-10-01,"Prince Edward Island","services","Educational services",5900
2015-10-01,"Prince Edward Island","services","Health care and social assistance",10200
2015-10-01,"Prince Edward Island","services","Information, culture and recreation",2300
2015-10-01,"Prince Edward Island","services","Accommodation and food services",6100
2015-10-01,"Prince Edward Island","services","Other services (except public administration)",3000
2015-10-01,"Prince Edward Island","services","Public administration",7500
2015-11-01,"Prince Edward Island","all industries","Total employed, all industries",73200
2015-11-01,"Prince Edward Island","total goods","Goods-producing sector",17400
2015-11-01,"Prince Edward Island","goods","Agriculture",3100
2015-11-01,"Prince Edward Island","goods","Forestry, fishing, mining, quarrying, oil and gas",2900
2015-11-01,"Prince Edward Island","goods","Utilities",200
2015-11-01,"Prince Edward Island","goods","Construction",5000
2015-11-01,"Prince Edward Island","goods","Manufacturing",6200
2015-11-01,"Prince Edward Island","total services","Services-producing sector",55800
2015-11-01,"Prince Edward Island","services","Wholesale and retail trade",11200
2015-11-01,"Prince Edward Island","services","Transportation and warehousing",2300
2015-11-01,"Prince Edward Island","services","Finance, insurance, real estate, rental and leasing",2600
2015-11-01,"Prince Edward Island","services","Professional, scientific and technical services",3300
2015-11-01,"Prince Edward Island","services","Business, building and other support services",2600
2015-11-01,"Prince Edward Island","services","Educational services",5600
2015-11-01,"Prince Edward Island","services","Health care and social assistance",9900
2015-11-01,"Prince Edward Island","services","Information, culture and recreation",2500
2015-11-01,"Prince Edward Island","services","Accommodation and food services",5800
2015-11-01,"Prince Edward Island","services","Other services (except public administration)",2900
2015-11-01,"Prince Edward Island","services","Public administration",7100
2015-12-01,"Prince Edward Island","all industries","Total employed, all industries",73000
2015-12-01,"Prince Edward Island","total goods","Goods-producing sector",17300
2015-12-01,"Prince Edward Island","goods","Agriculture",2900
2015-12-01,"Prince Edward Island","goods","Forestry, fishing, mining, quarrying, oil and gas",2800
2015-12-01,"Prince Edward Island","goods","Utilities",200
2015-12-01,"Prince Edward Island","goods","Construction",5100
2015-12-01,"Prince Edward Island","goods","Manufacturing",6300
2015-12-01,"Prince Edward Island","total services","Services-producing sector",55800
2015-12-01,"Prince Edward Island","services","Wholesale and retail trade",11300
2015-12-01,"Prince Edward Island","services","Transportation and warehousing",2300
2015-12-01,"Prince Edward Island","services","Finance, insurance, real estate, rental and leasing",2700
2015-12-01,"Prince Edward Island","services","Professional, scientific and technical services",3300
